id,text,label
2592,صبحونه خریدم 1530,food
2593,3600 خرج اشتراک فیلم شد,entertainment
2594,3820 تومن برای اینترنت خونه دادم,housing
2595,4250 تومن برای اجاره دادم,housing
2596,دندانپزشک 4730 تومن شد,health
2597,کفش 2300 تومن شد,shopping
2598,4050 خرج دندانپزشک شد,health
2599,3590 تومن برای کفش دادم,shopping
2600,کفش 3990 تومن شد,shopping
2601,200 خرج اجاره شد,housing
2602,قبض آب 3730 تومن شد,housing
2603,دندانپزشک 1470 تومن شد,health
2604,2840 تومن برای صبحونه دادم,food
2605,ویزیت 3890 تومن شد,health
2606,4570 خرج پیتزا شد,food
2607,1250 تومن برای ویزیت دادم,health
2608,2600 تومن کفش گرفتم,shopping
2609,4320 تومن برای خرید سوپر دادم,shopping
2610,2610 تومن برای اینترنت خونه دادم,housing
2611,3890 تومن پیتزا گرفتم,food
2612,2950 تومن شهربازی گرفتم,entertainment
2613,1220 خرج شهربازی شد,entertainment
2614,4590 خرج درمان شد,health
2615,1810 تومن برای دکتر دادم,health
2616,4030 خرج اینترنت خونه شد,housing
2617,میوه خریدم 3670,shopping
2618,1280 تومن درمان گرفتم,health
2619,قبض گاز 3000 تومن شد,housing
2620,قبض آب 520 تومن شد,housing
2621,کفش خریدم 4260,shopping
2622,ساندویچ خریدم 330,food
2623,مترو خریدم 1110,transport
2624,3480 خرج فلافل شد,food
2625,2880 خرج تفریح شد,entertainment
2626,شهربازی خریدم 3010,entertainment
2627,کفش خریدم 2270,shopping
2628,کفش 4230 تومن شد,shopping
2629,کرایه رفت و برگشت خریدم 670,transport
2630,680 خرج کفش شد,shopping
2631,دارو 3570 تومن شد,health
2632,بازی 180 تومن شد,entertainment
2633,4730 تومن ویزیت گرفتم,health
2634,580 تومن آزمایش گرفتم,health
2635,1500 تومن قبض گاز گرفتم,housing
2636,620 تومن برای دکتر دادم,health
2637,1570 تومن برای قبض برق دادم,housing
2638,سینما 4070 تومن شد,entertainment
2639,2170 تومن کرایه رفت و برگشت گرفتم,transport
2640,قبض برق 1120 تومن شد,housing
2641,30 تومن کفش گرفتم,shopping
2642,360 تومن ویزیت گرفتم,health
2643,2950 تومن برای بازی دادم,entertainment
2644,4620 تومن برای آزمایش دادم,health
2645,4290 خرج بازی شد,entertainment
2646,اسنپ خریدم 2600,transport
2647,اشتراک فیلم 2310 تومن شد,entertainment
2648,470 خرج لباس شد,shopping
2649,کیف خریدم 2110,shopping
2650,1750 خرج مترو شد,transport
2651,3780 تومن برای قهوه دادم,food
2652,خرید سوپر 4450 تومن شد,shopping
2653,2940 تومن برای خرید سوپر دادم,shopping
2654,650 خرج درمان شد,health
2655,4910 خرج شام شد,food
2656,3890 تومن دندانپزشک گرفتم,health
2657,دندانپزشک خریدم 980,health
2658,630 خرج دارو شد,health
2659,تاکسی 1420 تومن شد,transport
2660,4310 خرج بنزین شد,transport
2661,4150 خرج سینما شد,entertainment
2662,2070 خرج ویزیت شد,health
2663,4430 تومن قهوه گرفتم,food
2664,قبض آب خریدم 940,housing
2665,صبحونه خریدم 1640,food
2666,600 تومن اجاره گرفتم,housing
2667,دکتر 1480 تومن شد,health
2668,3950 تومن اتوبوس گرفتم,transport
2669,اتوبوس خریدم 4890,transport
2670,320 خرج میوه شد,shopping
2671,150 تومن شارژ ساختمان گرفتم,housing
2672,520 تومن برای قبض آب دادم,housing
2673,4590 تومن برای مترو دادم,transport
2674,4840 تومن قبض آب گرفتم,housing
2675,1240 خرج شام شد,food
2676,2540 خرج دکتر شد,health
2677,4880 تومن آزمایش گرفتم,health
2678,اجاره خریدم 1640,housing
2679,آزمایش خریدم 350,health
2680,کباب 3260 تومن شد,food
2681,2850 خرج برگر شد,food
2682,1280 خرج خرید سوپر شد,shopping
2683,1570 خرج میوه شد,shopping
2684,440 خرج بازی شد,entertainment
2685,1930 خرج اسنپ شد,transport
2686,اسنپ خریدم 2770,transport
2687,230 تومن آزمایش گرفتم,health
2688,تفریح 1500 تومن شد,entertainment
2689,پیتزا خریدم 4790,food
2690,قبض گاز خریدم 1300,housing
2691,1100 خرج اینترنت خونه شد,housing
2692,ویزیت 250 تومن شد,health
2693,2900 تومن کیف گرفتم,shopping
2694,2040 تومن اجاره گرفتم,housing
2695,2860 تومن برای بنزین دادم,transport
2696,3140 خرج کنسرت شد,entertainment
2697,4860 تومن برای اینترنت خونه دادم,housing
2698,لباس خریدم 3870,shopping
2699,3410 تومن برای شارژ ساختمان دادم,housing
2700,2370 خرج شارژ ساختمان شد,housing
2701,اجاره 4690 تومن شد,housing
2702,خرید سوپر خریدم 3130,shopping
2703,پیتزا 3460 تومن شد,food
2704,تفریح خریدم 4600,entertainment
2705,430 تومن تفریح گرفتم,entertainment
2706,دارو خریدم 4580,health
2707,خرید سوپر خریدم 1820,shopping
2708,ویزیت 2000 تومن شد,health
2709,خرید سوپر خریدم 650,shopping
2710,2290 تومن شارژ ساختمان گرفتم,housing
2711,120 تومن برای بنزین دادم,transport
2712,لوازم تحریر 1850 تومن شد,shopping
2713,برگر 4150 تومن شد,food
2714,4970 تومن برای مترو دادم,transport
2715,2540 خرج برگر شد,food
2716,تاکسی خریدم 1020,transport
2717,2930 خرج برگر شد,food
2718,کنسرت 2840 تومن شد,entertainment
2719,2910 خرج لوازم تحریر شد,shopping
2720,350 خرج دکتر شد,health
2721,بنزین 350 تومن شد,transport
2722,قبض گاز 4400 تومن شد,housing
2723,4020 تومن برای درمان دادم,health
2724,130 خرج بنزین شد,transport
2725,3500 خرج ویزیت شد,health
2726,سینما خریدم 4820,entertainment
2727,4840 تومن لوازم تحریر گرفتم,shopping
2728,قبض آب خریدم 4340,housing
2729,3500 خرج اجاره شد,housing
2730,1870 خرج بازی شد,entertainment
2731,260 تومن برای شام دادم,food
2732,2310 تومن برای تفریح دادم,entertainment
2733,1010 تومن برای کباب دادم,food
2734,پیتزا 3790 تومن شد,food
2735,4920 تومن کفش گرفتم,shopping
2736,860 تومن برای اسنپ دادم,transport
2737,3220 تومن اجاره گرفتم,housing
2738,2230 تومن قهوه گرفتم,food
2739,4800 تومن برای درمان دادم,health
2740,شارژ ساختمان خریدم 570,housing
2741,4280 تومن اتوبوس گرفتم,transport
2742,قبض گاز 4080 تومن شد,housing
2743,3930 تومن قهوه گرفتم,food
2744,2980 تومن کفش گرفتم,shopping
2745,4710 تومن پیتزا گرفتم,food
2746,4570 تومن شهربازی گرفتم,entertainment
2747,تاکسی خریدم 4720,transport
2748,برگر خریدم 3140,food
2749,3480 تومن ساندویچ گرفتم,food
2750,دارو خریدم 1520,health
2751,سینما خریدم 3180,entertainment
2752,4050 خرج کرایه رفت و برگشت شد,transport
2753,قهوه خریدم 1980,food
2754,3190 تومن تفریح گرفتم,entertainment
2755,4820 تومن اینترنت خونه گرفتم,housing
2756,1700 خرج تفریح شد,entertainment
2757,540 تومن تاکسی گرفتم,transport
2758,360 خرج درمان شد,health
2759,660 خرج کرایه رفت و برگشت شد,transport
2760,قبض برق خریدم 2170,housing
2761,کیف 2290 تومن شد,shopping
2762,4100 تومن اسنپ گرفتم,transport
2763,1610 خرج ناهار شد,food
2764,4930 تومن برای تفریح دادم,entertainment
2765,4550 خرج قبض گاز شد,housing
2766,2420 تومن برای اسنپ دادم,transport
2767,1510 تومن برای ویزیت دادم,health
2768,صبحونه 3020 تومن شد,food
2769,2610 خرج شام شد,food
2770,کباب 1780 تومن شد,food
2771,بنزین 4670 تومن شد,transport
2772,فلافل خریدم 980,food
2773,2410 خرج لوازم تحریر شد,shopping
2774,4380 خرج لباس شد,shopping
2775,3170 تومن برای ویزیت دادم,health
2776,850 تومن شهربازی گرفتم,entertainment
2777,سینما 2550 تومن شد,entertainment
2778,شام 3560 تومن شد,food
2779,تفریح 1110 تومن شد,entertainment
2780,3950 تومن برای اشتراک فیلم دادم,entertainment
2781,کفش خریدم 1070,shopping
2782,1870 تومن تاکسی گرفتم,transport
2783,170 خرج فلافل شد,food
2784,ناهار خریدم 1500,food
2785,3010 تومن برای بنزین دادم,transport
2786,پیتزا 1030 تومن شد,food
2787,1140 تومن برای شارژ ساختمان دادم,housing
2788,1750 خرج میوه شد,shopping
2789,1020 تومن اسنپ گرفتم,transport
2790,4680 تومن اتوبوس گرفتم,transport
2791,1960 تومن ناهار گرفتم,food
2792,شارژ ساختمان خریدم 1580,housing
2793,4160 تومن برای اتوبوس دادم,transport
2794,4830 خرج میوه شد,shopping
2795,4510 تومن آزمایش گرفتم,health
2796,ناهار 4530 تومن شد,food
2797,اسنپ خریدم 2740,transport
2798,1640 خرج لباس شد,shopping
2799,1270 تومن اشتراک فیلم گرفتم,entertainment
2800,980 خرج دندانپزشک شد,health
2801,شارژ ساختمان 1690 تومن شد,housing
2802,برگر 4480 تومن شد,food
2803,دندانپزشک خریدم 4550,health
2804,بنزین خریدم 430,transport
2805,کیف 350 تومن شد,shopping
2806,3860 خرج آزمایش شد,health
2807,قبض آب خریدم 2670,housing
2808,3660 تومن برای اتوبوس دادم,transport
2809,درمان خریدم 2490,health
2810,شهربازی خریدم 2990,entertainment
2811,3340 تومن کیف گرفتم,shopping
2812,اسنپ 4600 تومن شد,transport
2813,کنسرت 2040 تومن شد,entertainment
2814,قبض آب خریدم 4570,housing
2815,4800 تومن برای دکتر دادم,health
2816,قبض گاز 450 تومن شد,housing
2817,2290 خرج برگر شد,food
2818,3000 تومن شارژ ساختمان گرفتم,housing
2819,3200 تومن برای تفریح دادم,entertainment
2820,بازی خریدم 2410,entertainment
2821,شهربازی خریدم 4130,entertainment
2822,1970 تومن قبض برق گرفتم,housing
2823,1210 تومن برای مترو دادم,transport
2824,1850 تومن خرید سوپر گرفتم,shopping
2825,2640 خرج قبض گاز شد,housing
2826,4040 تومن برای خرید سوپر دادم,shopping
2827,620 تومن تاکسی گرفتم,transport
2828,اجاره 2810 تومن شد,housing
2829,3470 تومن برای شارژ ساختمان دادم,housing
2830,3830 تومن برای قبض برق دادم,housing
2831,بنزین 3110 تومن شد,transport
2832,2800 تومن برای لوازم تحریر دادم,shopping
2833,1460 تومن برای برگر دادم,food
2834,4220 خرج بازی شد,entertainment
2835,2430 خرج خرید سوپر شد,shopping
2836,مترو 1180 تومن شد,transport
2837,لوازم تحریر خریدم 1090,shopping
2838,3020 خرج کرایه رفت و برگشت شد,transport
2839,اشتراک فیلم خریدم 4180,entertainment
2840,اجاره 1620 تومن شد,housing
2841,اشتراک فیلم 2150 تومن شد,entertainment
2842,4380 خرج بازی شد,entertainment
2843,730 خرج فلافل شد,food
2844,4840 تومن اتوبوس گرفتم,transport
2845,4290 تومن برای اشتراک فیلم دادم,entertainment
2846,شارژ ساختمان خریدم 2160,housing
2847,3920 خرج کفش شد,shopping
2848,3020 تومن قبض برق گرفتم,housing
2849,دارو 4740 تومن شد,health
2850,2920 خرج اتوبوس شد,transport
2851,دندانپزشک خریدم 4450,health
2852,کنسرت خریدم 4870,entertainment
2853,صبحونه 1990 تومن شد,food
2854,1700 خرج سینما شد,entertainment
2855,4600 تومن برای اشتراک فیلم دادم,entertainment
2856,550 خرج ناهار شد,food
2857,4250 خرج تاکسی شد,transport
2858,سینما 970 تومن شد,entertainment
2859,کباب 1470 تومن شد,food
2860,3390 خرج اتوبوس شد,transport
2861,310 تومن برای قهوه دادم,food
2862,890 تومن برای دارو دادم,health
2863,820 تومن بازی گرفتم,entertainment
2864,کرایه رفت و برگشت خریدم 2160,transport
2865,خرید سوپر 2010 تومن شد,shopping
2866,اسنپ خریدم 1600,transport
2867,لوازم تحریر 2450 تومن شد,shopping
2868,4820 تومن برای دندانپزشک دادم,health
2869,دکتر خریدم 2590,health
2870,شارژ ساختمان 50 تومن شد,housing
2871,سینما خریدم 4240,entertainment
2872,2710 تومن برای دکتر دادم,health
2873,آزمایش خریدم 2370,health
2874,3790 تومن دارو گرفتم,health
2875,اینترنت خونه خریدم 4530,housing
2876,4330 تومن برای اینترنت خونه دادم,housing
2877,تفریح 4230 تومن شد,entertainment
2878,930 خرج کنسرت شد,entertainment
2879,کفش خریدم 2360,shopping
2880,3590 خرج میوه شد,shopping
2881,3590 تومن کباب گرفتم,food
2882,1420 خرج اسنپ شد,transport
2883,4710 تومن اینترنت خونه گرفتم,housing
2884,لوازم تحریر 3710 تومن شد,shopping
2885,3920 خرج بازی شد,entertainment
2886,410 تومن فلافل گرفتم,food
2887,ویزیت خریدم 2110,health
2888,1080 خرج اتوبوس شد,transport
2889,150 تومن قهوه گرفتم,food
2890,لوازم تحریر خریدم 3470,shopping
2891,شهربازی خریدم 3830,entertainment
2892,210 تومن مترو گرفتم,transport
2893,اجاره 3650 تومن شد,housing
2894,اینترنت خونه خریدم 3850,housing
2895,360 تومن بازی گرفتم,entertainment
2896,درمان خریدم 1260,health
2897,4220 تومن برای مترو دادم,transport
2898,4310 تومن اسنپ گرفتم,transport
2899,920 تومن برای دارو دادم,health
2900,صبحونه خریدم 3810,food
2901,3450 تومن تاکسی گرفتم,transport
2902,لباس خریدم 800,shopping
2903,1120 تومن شارژ ساختمان گرفتم,housing
2904,کیف خریدم 1120,shopping
2905,4300 خرج خرید سوپر شد,shopping
2906,3680 تومن لوازم تحریر گرفتم,shopping
2907,اشتراک فیلم خریدم 1590,entertainment
2908,پیتزا خریدم 260,food
2909,اسنپ 1930 تومن شد,transport
2910,تاکسی خریدم 100,transport
2911,پیتزا 1740 تومن شد,food
2912,لوازم تحریر 340 تومن شد,shopping
2913,ناهار 3720 تومن شد,food
2914,2640 تومن کباب گرفتم,food
2915,قبض برق 2890 تومن شد,housing
2916,4800 خرج دکتر شد,health
2917,بازی 630 تومن شد,entertainment
2918,1840 تومن برای تاکسی دادم,transport
2919,2070 تومن برای تاکسی دادم,transport
2920,کباب خریدم 1100,food
2921,3380 تومن برای تاکسی دادم,transport
2922,1900 تومن کیف گرفتم,shopping
2923,2120 تومن برای شام دادم,food
2924,540 خرج آزمایش شد,health
2925,1300 تومن دکتر گرفتم,health
2926,ویزیت خریدم 3250,health
2927,700 تومن برای لوازم تحریر دادم,shopping
2928,3910 تومن برای بنزین دادم,transport
2929,360 تومن برای کفش دادم,shopping
2930,1970 خرج قهوه شد,food
2931,1210 خرج لوازم تحریر شد,shopping
2932,درمان 80 تومن شد,health
2933,ساندویچ 1600 تومن شد,food
2934,کفش 3890 تومن شد,shopping
2935,دارو 320 تومن شد,health
2936,قبض آب 1530 تومن شد,housing
2937,1060 تومن مترو گرفتم,transport
2938,بنزین خریدم 3080,transport
2939,700 تومن برای لباس دادم,shopping
2940,4040 تومن اینترنت خونه گرفتم,housing
2941,3330 تومن برای آزمایش دادم,health
2942,4350 تومن برای شام دادم,food
2943,1070 خرج شارژ ساختمان شد,housing
2944,شام 4120 تومن شد,food
2945,2680 تومن برای آزمایش دادم,health
2946,3240 تومن مترو گرفتم,transport
2947,قهوه 370 تومن شد,food
2948,ناهار 4820 تومن شد,food
2949,900 خرج تاکسی شد,transport
2950,1220 خرج دکتر شد,health
2951,کباب خریدم 3730,food
2952,شارژ ساختمان 3710 تومن شد,housing
2953,920 خرج مترو شد,transport
2954,1480 خرج اتوبوس شد,transport
2955,1050 تومن برای اشتراک فیلم دادم,entertainment
2956,4880 تومن برای سینما دادم,entertainment
2957,بازی خریدم 870,entertainment
2958,2600 خرج بازی شد,entertainment
2959,کفش 3910 تومن شد,shopping
2960,سینما خریدم 3920,entertainment
2961,3900 تومن برای سینما دادم,entertainment
2962,800 خرج دندانپزشک شد,health
2963,میوه خریدم 1330,shopping
2964,2340 تومن برای شهربازی دادم,entertainment
2965,تفریح خریدم 3120,entertainment
2966,فلافل خریدم 710,food
2967,اسنپ 4710 تومن شد,transport
2968,4430 خرج پیتزا شد,food
2969,لوازم تحریر خریدم 1930,shopping
2970,بازی خریدم 4830,entertainment
2971,لباس خریدم 1980,shopping
2972,3030 تومن اینترنت خونه گرفتم,housing
2973,4730 تومن سینما گرفتم,entertainment
2974,تفریح 850 تومن شد,entertainment
2975,3960 تومن برای شهربازی دادم,entertainment
2976,2520 تومن برای درمان دادم,health
2977,خرید سوپر خریدم 3350,shopping
2978,اشتراک فیلم 1280 تومن شد,entertainment
2979,4730 تومن برای سینما دادم,entertainment
2980,3480 تومن لوازم تحریر گرفتم,shopping
2981,لوازم تحریر 3320 تومن شد,shopping
2982,قبض گاز 2350 تومن شد,housing
2983,3100 خرج شارژ ساختمان شد,housing
2984,80 تومن میوه گرفتم,shopping
2985,2050 خرج کباب شد,food
2986,صبحونه 4670 تومن شد,food
2987,کنسرت خریدم 4260,entertainment
2988,1560 خرج اینترنت خونه شد,housing
2989,درمان خریدم 4550,health
2990,ویزیت خریدم 3770,health
2991,570 خرج خرید سوپر شد,shopping
2992,شارژ ساختمان 1390 تومن شد,housing
2993,3590 تومن برای کفش دادم,shopping
2994,ناهار خریدم 4190,food
2995,ساندویچ خریدم 370,food
2996,3370 تومن برای آزمایش دادم,health
2997,کفش 890 تومن شد,shopping
2998,شارژ ساختمان 3620 تومن شد,housing
2999,950 خرج مترو شد,transport
3000,قهوه 2920 تومن شد,food
3001,اسنپ 320 تومن شد,transport
3002,اتوبوس خریدم 4630,transport
3003,4690 خرج اشتراک فیلم شد,entertainment
3004,420 تومن برای ناهار دادم,food
3005,650 تومن برای کباب دادم,food
3006,170 خرج فلافل شد,food
3007,2500 تومن مترو گرفتم,transport
3008,1380 تومن پیتزا گرفتم,food
3009,4060 تومن کیف گرفتم,shopping
3010,2690 تومن شام گرفتم,food
3011,2680 تومن برای تفریح دادم,entertainment
3012,3890 تومن برای بازی دادم,entertainment
3013,1740 تومن برای آزمایش دادم,health
3014,لباس 1630 تومن شد,shopping
3015,اینترنت خونه خریدم 2060,housing
3016,1840 تومن برای دارو دادم,health
3017,پیتزا خریدم 2350,food
3018,150 خرج میوه شد,shopping
3019,صبحونه 1450 تومن شد,food
3020,قبض آب خریدم 3180,housing
3021,آزمایش 3400 تومن شد,health
3022,100 تومن برای فلافل دادم,food
3023,فلافل خریدم 3490,food
3024,کرایه رفت و برگشت خریدم 2500,transport
3025,4080 تومن کیف گرفتم,shopping
3026,قبض آب خریدم 4820,housing
3027,4650 تومن لوازم تحریر گرفتم,shopping
3028,1520 خرج کفش شد,shopping
3029,750 خرج بنزین شد,transport
3030,2600 تومن درمان گرفتم,health
3031,4090 تومن مترو گرفتم,transport
3032,اینترنت خونه خریدم 2820,housing
3033,4900 تومن مترو گرفتم,transport
3034,اشتراک فیلم 2780 تومن شد,entertainment
3035,890 تومن اسنپ گرفتم,transport
3036,3680 تومن کباب گرفتم,food
3037,اتوبوس خریدم 4640,transport
3038,3700 تومن برای شارژ ساختمان دادم,housing
3039,4890 تومن کفش گرفتم,shopping
3040,4740 خرج میوه شد,shopping
3041,2530 تومن لوازم تحریر گرفتم,shopping
3042,لباس 4480 تومن شد,shopping
3043,350 تومن برای دندانپزشک دادم,health
3044,اشتراک فیلم خریدم 3820,entertainment
3045,4030 خرج لوازم تحریر شد,shopping
3046,1160 تومن برای کنسرت دادم,entertainment
3047,460 تومن برگر گرفتم,food
3048,3810 خرج فلافل شد,food
3049,4840 تومن بنزین گرفتم,transport
3050,670 تومن برای ویزیت دادم,health
3051,3790 تومن تفریح گرفتم,entertainment
3052,3040 خرج اجاره شد,housing
3053,2180 تومن برای مترو دادم,transport
3054,اینترنت خونه 4800 تومن شد,housing
3055,3100 خرج درمان شد,health
3056,2040 تومن تاکسی گرفتم,transport
3057,آزمایش 1630 تومن شد,health
3058,شارژ ساختمان خریدم 2570,housing
3059,کرایه رفت و برگشت 1470 تومن شد,transport
3060,4360 تومن لوازم تحریر گرفتم,shopping
3061,1600 خرج ویزیت شد,health
3062,1420 خرج خرید سوپر شد,shopping
3063,اشتراک فیلم 4260 تومن شد,entertainment
3064,شهربازی خریدم 3620,entertainment
3065,فلافل 800 تومن شد,food
3066,3600 تومن میوه گرفتم,shopping
3067,مترو خریدم 3740,transport
3068,اینترنت خونه 4690 تومن شد,housing
3069,2020 تومن برای صبحونه دادم,food
3070,2440 تومن برای اشتراک فیلم دادم,entertainment
3071,380 خرج بازی شد,entertainment
3072,لباس 1460 تومن شد,shopping
3073,2030 تومن کیف گرفتم,shopping
3074,3870 خرج اتوبوس شد,transport
3075,برگر 2360 تومن شد,food
3076,دکتر خریدم 2280,health
3077,شارژ ساختمان 1090 تومن شد,housing
3078,3780 تومن میوه گرفتم,shopping
3079,4400 خرج اینترنت خونه شد,housing
3080,ناهار خریدم 1940,food
3081,4760 تومن میوه گرفتم,shopping
3082,فلافل 2440 تومن شد,food
3083,2650 تومن برای ساندویچ دادم,food
3084,آزمایش 4980 تومن شد,health
3085,لوازم تحریر 2080 تومن شد,shopping
3086,ساندویچ خریدم 1250,food
3087,3540 خرج شهربازی شد,entertainment
3088,بنزین خریدم 3830,transport
3089,3390 تومن لوازم تحریر گرفتم,shopping
3090,1970 تومن برای اشتراک فیلم دادم,entertainment
3091,2290 تومن برای لوازم تحریر دادم,shopping
3092,610 تومن ساندویچ گرفتم,food
3093,3300 خرج قهوه شد,food
3094,3020 خرج تاکسی شد,transport
3095,1420 تومن آزمایش گرفتم,health
3096,دکتر خریدم 1980,health
3097,2240 تومن برای لوازم تحریر دادم,shopping
3098,520 تومن برای دکتر دادم,health
3099,صبحونه خریدم 960,food
3100,2030 خرج خرید سوپر شد,shopping
3101,2520 تومن دندانپزشک گرفتم,health
3102,2770 تومن دندانپزشک گرفتم,health
3103,4610 تومن بنزین گرفتم,transport
3104,کرایه رفت و برگشت 3570 تومن شد,transport
3105,2300 تومن برای صبحونه دادم,food
3106,670 خرج پیتزا شد,food
3107,840 تومن بنزین گرفتم,transport
3108,4370 تومن ویزیت گرفتم,health
3109,2610 تومن برای ساندویچ دادم,food
3110,قبض گاز خریدم 890,housing
3111,1290 تومن برای خرید سوپر دادم,shopping
3112,4650 تومن برای صبحونه دادم,food
3113,کیف 2290 تومن شد,shopping
3114,3570 تومن برای آزمایش دادم,health
3115,3120 خرج ویزیت شد,health
3116,3540 تومن دکتر گرفتم,health
3117,1230 تومن خرید سوپر گرفتم,shopping
3118,اسنپ 1550 تومن شد,transport
3119,کرایه رفت و برگشت 2840 تومن شد,transport
3120,ویزیت 1440 تومن شد,health
3121,2180 تومن کیف گرفتم,shopping
3122,ویزیت خریدم 1350,health
3123,میوه خریدم 2060,shopping
3124,برگر خریدم 3480,food
3125,میوه 2760 تومن شد,shopping
3126,برگر 3260 تومن شد,food
3127,2900 خرج لباس شد,shopping
3128,دکتر 2160 تومن شد,health
3129,1960 تومن قبض آب گرفتم,housing
3130,410 تومن برای دکتر دادم,health
3131,580 خرج صبحونه شد,food
3132,1700 تومن سینما گرفتم,entertainment
3133,4000 تومن برای قبض برق دادم,housing
3134,1420 تومن اسنپ گرفتم,transport
3135,کباب 4980 تومن شد,food
3136,4020 تومن سینما گرفتم,entertainment
3137,3740 تومن برای کرایه رفت و برگشت دادم,transport
3138,500 خرج آزمایش شد,health
3139,2940 تومن برای اینترنت خونه دادم,housing
3140,3130 تومن ویزیت گرفتم,health
3141,ناهار خریدم 1640,food
3142,4140 خرج اتوبوس شد,transport
3143,دندانپزشک خریدم 4530,health
3144,670 تومن برای تفریح دادم,entertainment
3145,صبحونه 3670 تومن شد,food
3146,میوه خریدم 750,shopping
3147,1380 تومن درمان گرفتم,health
3148,لوازم تحریر 1910 تومن شد,shopping
3149,کیف خریدم 2160,shopping
3150,مترو خریدم 1830,transport
3151,ویزیت خریدم 1430,health
3152,درمان 4530 تومن شد,health
3153,4410 تومن اینترنت خونه گرفتم,housing
3154,3960 تومن برای قبض آب دادم,housing
3155,ساندویچ 410 تومن شد,food
3156,2960 تومن ناهار گرفتم,food
3157,برگر خریدم 2850,food
3158,3480 خرج کباب شد,food
3159,میوه خریدم 2470,shopping
3160,3480 خرج درمان شد,health
3161,2090 تومن خرید سوپر گرفتم,shopping
3162,4680 تومن دکتر گرفتم,health
3163,3610 خرج کفش شد,shopping
3164,1270 خرج لباس شد,shopping
3165,230 خرج کیف شد,shopping
3166,3470 خرج کنسرت شد,entertainment
3167,400 تومن برای اسنپ دادم,transport
3168,1820 تومن کرایه رفت و برگشت گرفتم,transport
3169,بازی 1960 تومن شد,entertainment
3170,اجاره 1750 تومن شد,housing
3171,1500 تومن برای دارو دادم,health
3172,شهربازی 1370 تومن شد,entertainment
3173,1130 تومن برای کباب دادم,food
3174,4240 تومن کیف گرفتم,shopping
3175,تفریح خریدم 4360,entertainment
3176,50 خرج فلافل شد,food
3177,1540 تومن برای شهربازی دادم,entertainment
3178,پیتزا 1810 تومن شد,food
3179,60 تومن شهربازی گرفتم,entertainment
3180,1030 تومن بازی گرفتم,entertainment
3181,دندانپزشک 4620 تومن شد,health
3182,سینما خریدم 4690,entertainment
3183,3950 تومن برای ناهار دادم,food
3184,2040 تومن برای مترو دادم,transport
3185,قبض برق 2210 تومن شد,housing
3186,ویزیت خریدم 570,health
3187,کفش 840 تومن شد,shopping
3188,2240 تومن اینترنت خونه گرفتم,housing
3189,1030 تومن اینترنت خونه گرفتم,housing
3190,اتوبوس 220 تومن شد,transport
3191,3820 تومن برای بازی دادم,entertainment
3192,ناهار 3430 تومن شد,food
3193,1380 تومن اشتراک فیلم گرفتم,entertainment
3194,بازی خریدم 2830,entertainment
3195,670 تومن برای لوازم تحریر دادم,shopping
3196,تفریح خریدم 3730,entertainment
3197,4920 تومن تاکسی گرفتم,transport
3198,810 تومن برای ناهار دادم,food
3199,دارو 3940 تومن شد,health
3200,2210 خرج فلافل شد,food
3201,خرید سوپر خریدم 2240,shopping
3202,2500 تومن قبض برق گرفتم,housing
3203,کنسرت 3180 تومن شد,entertainment
3204,کیف 970 تومن شد,shopping
3205,4440 تومن برای اجاره دادم,housing
3206,میوه خریدم 3430,shopping
3207,3630 تومن مترو گرفتم,transport
3208,2590 خرج لوازم تحریر شد,shopping
3209,4390 خرج اسنپ شد,transport
3210,لوازم تحریر 780 تومن شد,shopping
3211,2070 تومن ناهار گرفتم,food
3212,شارژ ساختمان 4770 تومن شد,housing
3213,سینما 3170 تومن شد,entertainment
3214,پیتزا خریدم 1960,food
3215,ویزیت 3600 تومن شد,health
3216,اتوبوس خریدم 2200,transport
3217,2200 تومن صبحونه گرفتم,food
3218,1390 تومن برای اجاره دادم,housing
3219,قبض برق خریدم 3660,housing
3220,4600 تومن اتوبوس گرفتم,transport
3221,20 تومن تاکسی گرفتم,transport
3222,لوازم تحریر 1660 تومن شد,shopping
3223,1450 خرج قبض آب شد,housing
3224,960 تومن برای کباب دادم,food
3225,1730 تومن برای شهربازی دادم,entertainment
3226,3440 تومن ساندویچ گرفتم,food
3227,کیف 3960 تومن شد,shopping
3228,3810 تومن برای قبض برق دادم,housing
3229,2720 خرج کیف شد,shopping
3230,3340 تومن برای شارژ ساختمان دادم,housing
3231,1980 تومن کرایه رفت و برگشت گرفتم,transport
3232,3240 خرج ناهار شد,food
3233,پیتزا 3020 تومن شد,food
3234,2300 تومن بنزین گرفتم,transport
3235,3180 تومن برای صبحونه دادم,food
3236,اینترنت خونه 2440 تومن شد,housing
3237,800 تومن درمان گرفتم,health
3238,2160 خرج اسنپ شد,transport
3239,4580 خرج لباس شد,shopping
3240,2310 تومن قبض برق گرفتم,housing
3241,سینما خریدم 2490,entertainment
3242,4060 تومن دندانپزشک گرفتم,health
3243,کرایه رفت و برگشت 1420 تومن شد,transport
3244,4910 خرج اجاره شد,housing
3245,شام خریدم 3810,food
3246,2740 خرج اشتراک فیلم شد,entertainment
3247,2260 خرج ناهار شد,food
3248,تفریح خریدم 4010,entertainment
3249,تفریح 1410 تومن شد,entertainment
3250,830 خرج تاکسی شد,transport
3251,3580 تومن کرایه رفت و برگشت گرفتم,transport
3252,2590 خرج آزمایش شد,health
