text,label
مبلغ ویزیت دندانپزشکی مبلغ ۱۰ هزار تومن پرید.,2
پول بلیط کنسرت موسیقی به مبلغ ۵ میلیون تومان پرداخت کردم.,0
"پرداخت هزینه تعمیرات خودرو به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",6
خرید کفش از پاساژ مبلغ ۱۰۰ هزار تومان پیاده شدم.,5
خرید ناهار از رستوران به مبلغ ۲۰ هزار تومان اختصاص یافت.,1
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,6
پرداخت خیریه مبلغ ۷۰۰ هزار تومان پرید.,4
پرداخت هزینه تعمیرات خودرو مبلغ ۵۰ هزار تومن خرجی کردم.,6
هزینه خدمات خشک‌شویی به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,4
کرایه تاکسی برای مسیر به مبلغ ۵۰ هزار تومن پرداخت شد.,6
سفارش پیتزا برای شام مبلغ ۲۰ هزار تومان پیاده شدم.,1
هزینه ورودی شهربازی پرداخت شد مبلغ ۱۰ هزار تومن پرید.,0
"خرید هدیه تولد برای دوست به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",4
پول بستنی به مبلغ ۱۰ هزار تومن پرداخت کردم.,1
پرداخت اجاره‌بها ماهیانه به مبلغ ۲ میلیون ریال اختصاص یافت.,3
هزینه ورودی شهربازی پرداخت شد به مبلغ ۲۰ هزار تومان هزینه شد.,0
هزینه خرید لباس جدید به مبلغ ۲۰ هزار تومان پرداخت شد.,5
هزینه مواد غذایی هفتگی به مبلغ ۵۰ هزار تومن پرداخت کردم.,1
خرید داروهای نسخه‌ای مبلغ ۳۰ هزار تومن پیاده شدم.,2
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۵۰ هزار تومن دادم.,0
بلیط مترو و اتوبوس به مبلغ ۵۰ هزار تومن اختصاص یافت.,6
هزینه مواد غذایی هفتگی مبلغ ۵ میلیون تومان پیاده شدم.,1
خرید هدیه تولد برای دوست مبلغ ۲ میلیون ریال برداشتم.,4
"پول بستنی به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",1
خرید لوازم تحریر مبلغ ۱۰۰ هزار تومان برداشتم.,5
کرایه تاکسی برای مسیر به مبلغ ۳۰ هزار تومن هزینه شد.,6
هزینه ویزیت دکتر متخصص به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,2
پرداخت خیریه به مبلغ ۲۰ هزار تومان پرداخت شد.,4
پرداخت هزینه آزمایش خون مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,2
خرید گل برای مراسم مبلغ ۵۰ هزار تومن پیاده شدم.,4
پول داروخانه برای مکمل به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,2
پرداخت هزینه تعمیرات خودرو مبلغ ۲۰ هزار تومان دادم.,6
خرید گل برای مراسم به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,4
خرید لوازم تحریر مبلغ ۷۰۰ هزار تومان دادم.,5
هزینه خرید لباس جدید به مبلغ ۱۰ هزار تومن هزینه شد.,5
پرداخت اجاره‌بها ماهیانه به مبلغ ۷۰۰ هزار تومان پرداخت شد.,3
پول بلیط کنسرت موسیقی به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان پرداخت شد.,6
هزینه ویزیت دکتر متخصص به مبلغ ۲ میلیون ریال پرداخت شد.,2
هزینه ویزیت دکتر متخصص مبلغ ۱۰ هزار تومن خرجی کردم.,2
خرید کیف چرمی به مبلغ ۵۰ هزار تومن هزینه شد.,5
خرید کیف چرمی به مبلغ ۱۰ هزار تومن پرداخت کردم.,5
بلیط سینما برای فیلم جدید خریدم به مبلغ ۷۰۰ هزار تومان هزینه شد.,0
میوه و سبزیجات تازه خریدم مبلغ ۱۰۰ هزار تومان دادم.,1
خرید داروهای نسخه‌ای مبلغ ۲ میلیون ریال دادم.,2
خرید گل برای مراسم مبلغ ۱۰۰ هزار تومان دادم.,4
کرایه تاکسی برای مسیر به مبلغ ۵ میلیون تومان پرداخت کردم.,6
هزینه خدمات خشک‌شویی مبلغ ۲۰ هزار تومان خرجی کردم.,4
خرید داروهای نسخه‌ای به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,2
پرداخت هزینه تعمیرات خودرو به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,6
پرداخت هزینه تعمیرات منزل به مبلغ ۲ میلیون ریال اختصاص یافت.,3
خرید لوازم تحریر مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,5
هزینه مواد غذایی هفتگی به مبلغ ۵۰ هزار تومن پرداخت کردم.,1
"هزینه خدمات خشک‌شویی به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
بلیط سینما برای فیلم جدید خریدم مبلغ ۵۰ هزار تومن برداشتم.,0
پول خدمات لوله‌کشی مبلغ ۲۰ هزار تومان برداشتم.,3
هزینه مواد غذایی هفتگی به مبلغ ۱۰ هزار تومن پرداخت کردم.,1
بلیط مترو و اتوبوس مبلغ ۱۰ هزار تومن پرید.,6
میوه و سبزیجات تازه خریدم به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,1
هزینه بازی‌های ویدیویی مبلغ ۲۰ هزار تومان پیاده شدم.,0
خرید گل برای مراسم مبلغ ۱۰ هزار تومن برداشتم.,4
سفارش پیتزا برای شام به مبلغ ۵۰ هزار تومن هزینه شد.,1
پول پیش‌پرداخت وام به مبلغ ۳۰ هزار تومن پرداخت شد.,4
هزینه خرید لباس جدید به مبلغ ۳۰ هزار تومن پرداخت کردم.,5
میوه و سبزیجات تازه خریدم به مبلغ ۲۰ هزار تومان پرداخت شد.,1
خرید لوازم تحریر مبلغ ۷۰۰ هزار تومان برداشتم.,5
هزینه ویزیت دکتر متخصص مبلغ ۳۰ هزار تومن خرجی کردم.,2
بلیط مترو و اتوبوس مبلغ ۳۰ هزار تومن برداشتم.,6
"کرایه تاکسی برای مسیر مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",6
بلیط مترو و اتوبوس مبلغ ۵۰ هزار تومن پرید.,6
پرداخت هزینه تعمیرات منزل مبلغ ۱۵۰٬۰۰۰ ریال پرید.,3
خرید لوازم تحریر مبلغ ۱۰ هزار تومن خرجی کردم.,5
هزینه ویزیت دکتر متخصص به مبلغ ۱۰ هزار تومن پرداخت کردم.,2
پرداخت هزینه آزمایش خون مبلغ ۲۰ هزار تومان برداشتم.,2
هزینه کرایه اسنپ به مبلغ ۵ میلیون تومان پرداخت شد.,6
پرداخت هزینه آزمایش خون به مبلغ ۵۰ هزار تومن هزینه شد.,2
میوه و سبزیجات تازه خریدم مبلغ ۱۰۰ هزار تومان پرید.,1
هزینه بازی‌های ویدیویی مبلغ ۱۰ هزار تومن خرجی کردم.,0
پرداخت هزینه تعمیرات خودرو به مبلغ ۲ میلیون ریال اختصاص یافت.,6
پول خدمات لوله‌کشی مبلغ ۳۰ هزار تومن خرجی کردم.,3
هزینه خرید لباس جدید به مبلغ ۱۰ هزار تومن پرداخت کردم.,5
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان دادم.,3
هزینه ورودی شهربازی پرداخت شد به مبلغ ۱۰ هزار تومن پرداخت شد.,0
پرداخت هزینه تعمیرات خودرو مبلغ ۲ میلیون ریال برداشتم.,6
خرید کیف چرمی مبلغ ۱۵۰٬۰۰۰ ریال دادم.,5
خرید کیف چرمی مبلغ ۱۰ هزار تومن پرید.,5
پول بلیط کنسرت موسیقی مبلغ ۵۰ هزار تومن دادم.,0
پول پیش‌پرداخت وام به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,4
پول کتاب‌های آموزشی مبلغ ۱۵۰٬۰۰۰ ریال دادم.,5
خرید داروهای نسخه‌ای به مبلغ ۲۰ هزار تومان هزینه شد.,2
سفارش پیتزا برای شام مبلغ ۷۰۰ هزار تومان دادم.,1
هزینه کرایه اسنپ مبلغ ۵ میلیون تومان برداشتم.,6
مبلغ ویزیت دندانپزشکی به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,2
پول خدمات لوله‌کشی مبلغ ۵ میلیون تومان پرید.,3
هزینه خدمات خشک‌شویی مبلغ ۲۰ هزار تومان پرید.,4
بلیط مترو و اتوبوس مبلغ ۲ میلیون ریال پرید.,6
کرایه تاکسی برای مسیر به مبلغ ۲۰ هزار تومان اختصاص یافت.,6
پرداخت اجاره‌بها ماهیانه مبلغ ۷۰۰ هزار تومان دادم.,3
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۵۰ هزار تومن برداشتم.,0
بلیط مترو و اتوبوس مبلغ ۵۰ هزار تومن خرجی کردم.,6
بلیط مترو و اتوبوس مبلغ ۲۰ هزار تومان خرجی کردم.,6
هزینه مواد غذایی هفتگی به مبلغ ۲ میلیون ریال پرداخت شد.,1
پرداخت خیریه به مبلغ ۵ میلیون تومان اختصاص یافت.,4
هزینه خرید لباس جدید مبلغ ۱۰۰ هزار تومان برداشتم.,5
خرید کفش از پاساژ به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
بلیط مترو و اتوبوس به مبلغ ۵ میلیون تومان پرداخت کردم.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۵ میلیون تومان هزینه شد.,0
هزینه بازی‌های ویدیویی مبلغ ۵۰ هزار تومن خرجی کردم.,0
خرید داروهای نسخه‌ای مبلغ ۳۰ هزار تومن پرید.,2
پول بستنی مبلغ ۲۰ هزار تومان دادم.,1
مبلغ ویزیت دندانپزشکی به مبلغ ۱۰ هزار تومن هزینه شد.,2
پرداخت هزینه تعمیرات منزل به مبلغ ۷۰۰ هزار تومان اختصاص یافت.,3
هزینه خرید لباس جدید مبلغ ۷۰۰ هزار تومان خرجی کردم.,5
هزینه ویزیت دکتر متخصص به مبلغ ۷۰۰ هزار تومان پرداخت شد.,2
"هزینه ویزیت دکتر متخصص مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",2
خرید کفش از پاساژ به مبلغ ۲ میلیون ریال هزینه شد.,5
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,5
خرید گل برای مراسم به مبلغ ۳۰ هزار تومن پرداخت شد.,4
خرید ناهار از رستوران مبلغ ۵۰ هزار تومن برداشتم.,1
بلیط سینما برای فیلم جدید خریدم مبلغ ۳۰ هزار تومن پیاده شدم.,0
میوه و سبزیجات تازه خریدم مبلغ ۱۵۰٬۰۰۰ ریال دادم.,1
هزینه ویزیت دکتر متخصص مبلغ ۱۰ هزار تومن خرجی کردم.,2
پرداخت اجاره‌بها ماهیانه مبلغ ۱۰ هزار تومن پرید.,3
پول بستنی به مبلغ ۲۰ هزار تومان پرداخت کردم.,1
هزینه کرایه اسنپ به مبلغ ۲۰ هزار تومان هزینه شد.,6
هزینه کرایه اسنپ مبلغ ۷۰۰ هزار تومان برداشتم.,6
هزینه قبض برق و گاز مبلغ ۲۰ هزار تومان پرید.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۵ میلیون تومان پرداخت کردم.,0
خرید لوازم تحریر مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,5
"میوه و سبزیجات تازه خریدم به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",1
خرید کیف چرمی مبلغ ۵ میلیون تومان خرجی کردم.,5
پول پیش‌پرداخت وام به مبلغ ۲ میلیون ریال هزینه شد.,4
پرداخت هزینه تعمیرات منزل مبلغ ۵ میلیون تومان پرید.,3
خرید ناهار از رستوران مبلغ ۳۰ هزار تومن دادم.,1
هزینه خرید لباس جدید مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,5
خرید کیف چرمی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,5
هزینه قبض برق و گاز مبلغ ۱۰ هزار تومن خرجی کردم.,3
هزینه مواد غذایی هفتگی مبلغ ۱۵۰٬۰۰۰ ریال دادم.,1
پرداخت هزینه تعمیرات منزل مبلغ ۲ میلیون ریال پرید.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن هزینه شد.,0
پول بلیط کنسرت موسیقی مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,0
پول بنزین ماشین به مبلغ ۲ میلیون ریال هزینه شد.,6
کرایه تاکسی برای مسیر مبلغ ۱۰۰ هزار تومان پرید.,6
خرید لوازم تحریر به مبلغ ۱۰ هزار تومن پرداخت شد.,5
خرید گل برای مراسم به مبلغ ۲ میلیون ریال پرداخت کردم.,4
بلیط سینما برای فیلم جدید خریدم به مبلغ ۵ میلیون تومان هزینه شد.,0
خرید کفش از پاساژ به مبلغ ۷۰۰ هزار تومان پرداخت شد.,5
هزینه ورودی شهربازی پرداخت شد به مبلغ ۵ میلیون تومان هزینه شد.,0
پول خدمات لوله‌کشی مبلغ ۵۰ هزار تومن پیاده شدم.,3
هزینه خدمات خشک‌شویی به مبلغ ۱۰ هزار تومن اختصاص یافت.,4
پرداخت هزینه تعمیرات خودرو مبلغ ۵۰ هزار تومن پرید.,6
هزینه خدمات خشک‌شویی مبلغ ۲۰ هزار تومان خرجی کردم.,4
"بلیط مترو و اتوبوس مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",6
"میوه و سبزیجات تازه خریدم به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",1
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان خرجی کردم.,3
هزینه کرایه اسنپ مبلغ ۱۵۰٬۰۰۰ ریال دادم.,6
پرداخت هزینه تعمیرات منزل به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,3
پول داروخانه برای مکمل به مبلغ ۲ میلیون ریال هزینه شد.,2
"هزینه خرید لباس جدید مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",5
سفارش پیتزا برای شام مبلغ ۳۰ هزار تومن پیاده شدم.,1
هزینه ورودی شهربازی پرداخت شد مبلغ ۷۰۰ هزار تومان برداشتم.,0
هزینه خدمات خشک‌شویی مبلغ ۱۰۰ هزار تومان پیاده شدم.,4
پرداخت اجاره‌بها ماهیانه به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,3
پرداخت خیریه به مبلغ ۲۰ هزار تومان پرداخت کردم.,4
هزینه کرایه اسنپ به مبلغ ۲ میلیون ریال هزینه شد.,6
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۲ میلیون ریال پرداخت کردم.,0
هزینه قبض برق و گاز به مبلغ ۲۰ هزار تومان پرداخت کردم.,3
پول خدمات لوله‌کشی مبلغ ۵۰ هزار تومن پرید.,3
پول بلیط کنسرت موسیقی به مبلغ ۲۰ هزار تومان پرداخت کردم.,0
پرداخت هزینه تعمیرات خودرو مبلغ ۵۰ هزار تومن دادم.,6
هزینه بازی‌های ویدیویی به مبلغ ۷۰۰ هزار تومان پرداخت شد.,0
پول خدمات لوله‌کشی به مبلغ ۲ میلیون ریال اختصاص یافت.,3
پول داروخانه برای مکمل به مبلغ ۱۰ هزار تومن اختصاص یافت.,2
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان برداشتم.,3
"هزینه قبض برق و گاز به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",3
کرایه تاکسی برای مسیر مبلغ ۲ میلیون ریال خرجی کردم.,6
مبلغ شارژ ساختمان به مبلغ ۷۰۰ هزار تومان هزینه شد.,3
خرید داروهای نسخه‌ای مبلغ ۵۰ هزار تومن پرید.,2
بلیط سینما برای فیلم جدید خریدم به مبلغ ۷۰۰ هزار تومان پرداخت شد.,0
پول خدمات لوله‌کشی مبلغ ۳۰ هزار تومن برداشتم.,3
پول پیش‌پرداخت وام مبلغ ۱۰۰ هزار تومان پرید.,4
"خرید داروهای نسخه‌ای به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",2
"هزینه قبض برق و گاز به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",3
پرداخت هزینه تعمیرات منزل به مبلغ ۵۰ هزار تومن پرداخت کردم.,3
پول کتاب‌های آموزشی به مبلغ ۵۰ هزار تومن پرداخت شد.,5
هزینه خرید لباس جدید مبلغ ۱۰ هزار تومن پیاده شدم.,5
"پول داروخانه برای مکمل مبلغ ۲۵۰,۰۰۰ تومان پرید.",2
هزینه مواد غذایی هفتگی مبلغ ۱۰ هزار تومن برداشتم.,1
هزینه مواد غذایی هفتگی به مبلغ ۵ میلیون تومان اختصاص یافت.,1
خرید گل برای مراسم مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,4
خرید داروهای نسخه‌ای مبلغ ۱۰۰ هزار تومان برداشتم.,2
هزینه خرید لباس جدید مبلغ ۳۰ هزار تومن پرید.,5
پول پیش‌پرداخت وام به مبلغ ۱۰۰ هزار تومان پرداخت شد.,4
خرید گل برای مراسم مبلغ ۵۰ هزار تومن خرجی کردم.,4
"بلیط سینما برای فیلم جدید خریدم مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",0
هزینه ویزیت دکتر متخصص مبلغ ۱۰۰ هزار تومان خرجی کردم.,2
مبلغ ویزیت دندانپزشکی مبلغ ۷۰۰ هزار تومان دادم.,2
مبلغ شارژ ساختمان به مبلغ ۷۰۰ هزار تومان هزینه شد.,3
هزینه ویزیت دکتر متخصص به مبلغ ۱۰ هزار تومن اختصاص یافت.,2
هزینه کرایه اسنپ به مبلغ ۵۰ هزار تومن پرداخت شد.,6
هزینه ورودی شهربازی پرداخت شد مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,0
خرید کفش از پاساژ به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,5
پرداخت هزینه تعمیرات خودرو مبلغ ۲ میلیون ریال دادم.,6
خرید هدیه تولد برای دوست مبلغ ۵ میلیون تومان برداشتم.,4
هزینه مواد غذایی هفتگی مبلغ ۵۰ هزار تومن برداشتم.,1
بلیط سینما برای فیلم جدید خریدم مبلغ ۲ میلیون ریال پرید.,0
کرایه تاکسی برای مسیر به مبلغ ۲ میلیون ریال پرداخت کردم.,6
پول داروخانه برای مکمل مبلغ ۱۰۰ هزار تومان خرجی کردم.,2
پرداخت خیریه به مبلغ ۱۰ هزار تومن پرداخت شد.,4
پول بستنی مبلغ ۵۰ هزار تومن پرید.,1
بلیط مترو و اتوبوس مبلغ ۱۰ هزار تومن خرجی کردم.,6
هزینه ویزیت دکتر متخصص مبلغ ۵۰ هزار تومن پرید.,2
هزینه ویزیت دکتر متخصص مبلغ ۱۰۰ هزار تومان پرید.,2
هزینه خدمات خشک‌شویی به مبلغ ۱۰ هزار تومن هزینه شد.,4
هزینه ورودی شهربازی پرداخت شد مبلغ ۳۰ هزار تومن پیاده شدم.,0
سفارش پیتزا برای شام مبلغ ۲۰ هزار تومان پرید.,1
پول کتاب‌های آموزشی به مبلغ ۵۰ هزار تومن هزینه شد.,5
پرداخت هزینه آزمایش خون به مبلغ ۵ میلیون تومان اختصاص یافت.,2
پرداخت هزینه تعمیرات خودرو مبلغ ۵ میلیون تومان پرید.,6
هزینه قبض برق و گاز به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,3
"سفارش پیتزا برای شام به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",1
پول خدمات لوله‌کشی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,3
پول خدمات لوله‌کشی به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,3
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن پرداخت کردم.,0
خرید ناهار از رستوران به مبلغ ۵ میلیون تومان هزینه شد.,1
خرید گل برای مراسم مبلغ ۵۰ هزار تومن دادم.,4
هزینه خدمات خشک‌شویی مبلغ ۳۰ هزار تومن پرید.,4
"خرید لوازم تحریر به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",5
پرداخت هزینه تعمیرات خودرو به مبلغ ۳۰ هزار تومن پرداخت شد.,6
"میوه و سبزیجات تازه خریدم به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",1
"مبلغ شارژ ساختمان به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",3
خرید داروهای نسخه‌ای به مبلغ ۱۰ هزار تومن اختصاص یافت.,2
"پول خدمات لوله‌کشی مبلغ ۲۵۰,۰۰۰ تومان پرید.",3
پول بنزین ماشین مبلغ ۱۵۰٬۰۰۰ ریال برداشتم.,6
پرداخت هزینه تعمیرات خودرو مبلغ ۷۰۰ هزار تومان برداشتم.,6
خرید داروهای نسخه‌ای مبلغ ۵ میلیون تومان پرید.,2
بلیط مترو و اتوبوس به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,6
پرداخت هزینه تعمیرات منزل مبلغ ۱۵۰٬۰۰۰ ریال پرید.,3
پول کتاب‌های آموزشی مبلغ ۵۰ هزار تومن پرید.,5
"خرید کفش از پاساژ به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",5
پول بلیط کنسرت موسیقی مبلغ ۱۰۰ هزار تومان برداشتم.,0
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان پرداخت شد.,6
بلیط سینما برای فیلم جدید خریدم مبلغ ۳۰ هزار تومن خرجی کردم.,0
پول بلیط کنسرت موسیقی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,0
"بلیط سینما برای فیلم جدید خریدم به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",0
پرداخت اجاره‌بها ماهیانه به مبلغ ۵ میلیون تومان اختصاص یافت.,3
"بلیط مترو و اتوبوس مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",6
پول بلیط کنسرت موسیقی مبلغ ۲ میلیون ریال پرید.,0
پرداخت هزینه تعمیرات منزل مبلغ ۳۰ هزار تومن دادم.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,0
کرایه تاکسی برای مسیر مبلغ ۵۰ هزار تومن دادم.,6
هزینه کرایه اسنپ به مبلغ ۲ میلیون ریال پرداخت کردم.,6
پرداخت خیریه مبلغ ۲۰ هزار تومان برداشتم.,4
پرداخت هزینه تعمیرات خودرو به مبلغ ۷۰۰ هزار تومان پرداخت شد.,6
پرداخت هزینه تعمیرات منزل به مبلغ ۳۰ هزار تومن پرداخت کردم.,3
خرید گل برای مراسم مبلغ ۱۰۰ هزار تومان دادم.,4
هزینه مواد غذایی هفتگی به مبلغ ۵۰ هزار تومن پرداخت شد.,1
هزینه قبض برق و گاز مبلغ ۲ میلیون ریال خرجی کردم.,3
پول داروخانه برای مکمل به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,2
هزینه خدمات خشک‌شویی مبلغ ۳۰ هزار تومن پرید.,4
"پول بستنی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",1
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,0
کرایه تاکسی برای مسیر مبلغ ۱۰۰ هزار تومان برداشتم.,6
هزینه کرایه اسنپ مبلغ ۲۰ هزار تومان دادم.,6
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
سفارش پیتزا برای شام به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,1
بلیط مترو و اتوبوس به مبلغ ۲ میلیون ریال هزینه شد.,6
پول بستنی به مبلغ ۵ میلیون تومان پرداخت شد.,1
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
خرید گل برای مراسم مبلغ ۵ میلیون تومان خرجی کردم.,4
پرداخت هزینه تعمیرات منزل مبلغ ۱۰۰ هزار تومان پرید.,3
سفارش پیتزا برای شام مبلغ ۵ میلیون تومان دادم.,1
هزینه ویزیت دکتر متخصص مبلغ ۲۰ هزار تومان برداشتم.,2
بلیط سینما برای فیلم جدید خریدم به مبلغ ۲ میلیون ریال پرداخت شد.,0
خرید لوازم تحریر مبلغ ۱۰۰ هزار تومان برداشتم.,5
"خرید گل برای مراسم به مبلغ ۲۵۰,۰۰۰ تومان هزینه شد.",4
خرید کفش از پاساژ مبلغ ۵۰ هزار تومن پیاده شدم.,5
کرایه تاکسی برای مسیر به مبلغ ۳۰ هزار تومن پرداخت شد.,6
پرداخت هزینه تعمیرات منزل به مبلغ ۱۰ هزار تومن پرداخت شد.,3
هزینه بازی‌های ویدیویی مبلغ ۷۰۰ هزار تومان پرید.,0
کرایه تاکسی برای مسیر به مبلغ ۵ میلیون تومان پرداخت کردم.,6
پرداخت خیریه به مبلغ ۲۰ هزار تومان پرداخت شد.,4
هزینه خدمات خشک‌شویی به مبلغ ۱۰۰ هزار تومان پرداخت شد.,4
پول بنزین ماشین مبلغ ۵۰ هزار تومن خرجی کردم.,6
پرداخت خیریه به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,4
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن پرداخت شد.,0
پول بنزین ماشین مبلغ ۱۰۰ هزار تومان برداشتم.,6
پول بستنی مبلغ ۱۰۰ هزار تومان برداشتم.,1
هزینه ورودی شهربازی پرداخت شد به مبلغ ۲۰ هزار تومان هزینه شد.,0
خرید ناهار از رستوران به مبلغ ۲۰ هزار تومان هزینه شد.,1
خرید هدیه تولد برای دوست مبلغ ۵ میلیون تومان پیاده شدم.,4
هزینه خرید لباس جدید به مبلغ ۷۰۰ هزار تومان هزینه شد.,5
هزینه خدمات خشک‌شویی به مبلغ ۲ میلیون ریال اختصاص یافت.,4
"پرداخت خیریه مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",4
مبلغ ویزیت دندانپزشکی مبلغ ۱۰ هزار تومن دادم.,2
"مبلغ ویزیت دندانپزشکی مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",2
پول بلیط کنسرت موسیقی به مبلغ ۲۰ هزار تومان هزینه شد.,0
خرید لوازم تحریر مبلغ ۲۰ هزار تومان دادم.,5
پرداخت هزینه تعمیرات منزل مبلغ ۳۰ هزار تومن پرید.,3
پول بنزین ماشین مبلغ ۱۰۰ هزار تومان پرید.,6
هزینه ویزیت دکتر متخصص مبلغ ۲۰ هزار تومان برداشتم.,2
پول بلیط کنسرت موسیقی مبلغ ۲ میلیون ریال خرجی کردم.,0
میوه و سبزیجات تازه خریدم به مبلغ ۲ میلیون ریال اختصاص یافت.,1
"هزینه بازی‌های ویدیویی به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",0
خرید گل برای مراسم مبلغ ۳۰ هزار تومن خرجی کردم.,4
پرداخت خیریه مبلغ ۱۵۰٬۰۰۰ ریال دادم.,4
پرداخت خیریه مبلغ ۱۰۰ هزار تومان دادم.,4
خرید داروهای نسخه‌ای به مبلغ ۱۰۰ هزار تومان پرداخت شد.,2
پول بنزین ماشین مبلغ ۳۰ هزار تومن پرید.,6
خرید گل برای مراسم به مبلغ ۱۰ هزار تومن هزینه شد.,4
پول داروخانه برای مکمل به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,2
پرداخت هزینه آزمایش خون به مبلغ ۳۰ هزار تومن هزینه شد.,2
بلیط سینما برای فیلم جدید خریدم مبلغ ۳۰ هزار تومن پرید.,0
خرید لوازم تحریر مبلغ ۲۰ هزار تومان پرید.,5
خرید ناهار از رستوران به مبلغ ۱۰ هزار تومن پرداخت کردم.,1
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,6
پرداخت خیریه به مبلغ ۳۰ هزار تومن پرداخت کردم.,4
خرید گل برای مراسم مبلغ ۱۰۰ هزار تومان پیاده شدم.,4
پرداخت اجاره‌بها ماهیانه مبلغ ۵ میلیون تومان پرید.,3
